City,,Day_of_Week,Ride_Distance_KM,Ride_Type,Weather,Available_Drivers,Demand_Level,Hour_of_Day,Is_Weekend,Ride_Priority,Time_of_Day,Surge_Multiplier
Hải Phòng,,6,8.57,Xe Máy,Mưa,0.500634,0.525734,19,1,97.52,Cao điểm Sáng,1.88
Hà Nội,,4,12.69,Xe ViP,Nắng,0.941082,0.540668,15,0,87.23,Cao điểm Tối,1.39
Hồ Chí Minh,,3,11.87,Xe ViP,Mưa Bão,0.260249,0.874233,13,0,98.23,Cao điểm Sáng,2.99
Đà Nẵng,,2,6.92,Xe ViP,Nhiều Mây,0.406524,0.96145,15,0,95.69,Đêm,1.83
Hà Nội,,5,2.51,Xe Máy,Nhiều Mây,0.740946,0.81463,16,1,91.31,Đêm,1.11
Hồ Chí Minh,,6,12.75,Xe ViP,Nắng,0.892619,0.807051,17,1,89.32,Cao điểm Sáng,1.25
Đà Nẵng,,4,3.33,Xe ViP,Nhiều Mây,0.477143,0.970592,0,0,98.51,Chiều,1.74
Cần Thơ,,6,14.6,Ô Tô 4 Chỗ,Mưa Bão,0.424309,0.488149,18,1,91.07,Chiều,1.37
Hồ Chí Minh,,1,9.97,Xe Máy,Nhiều Mây,0.614607,0.568362,5,0,91.44,Chiều,1
Hà Nội,,5,8.77,Xe ViP,Mưa Bão,0.65553,0.585403,5,1,97.52,Cao điểm Tối,1.54
Hồ Chí Minh,,1,8.36,Xe ViP,Nhiều Mây,0.969983,0.820958,2,0,99.41,Cao điểm Tối,1.21
Hồ Chí Minh,,4,1.97,Xe ViP,Nhiều Mây,0.824146,0.802939,23,0,89.89,Đêm,1
Hà Nội,,6,7.58,Xe ViP,Nắng,0.748889,0.544327,17,1,84.64,Chiều,1
Đà Nẵng,,5,6.75,Ô Tô 4 Chỗ,Mưa Bão,0.231371,0.822661,17,1,89.53,Cao điểm Tối,3.12
Hồ Chí Minh,,3,9.9,Xe Máy,Mưa,0.648423,0.820295,8,0,93.99,Cao điểm Sáng,2.56
Cần Thơ,,2,17.72,Xe ViP,Nắng,0.362718,0.673286,17,0,86.81,Đêm,1.47
Cần Thơ,,3,9.8,Ô Tô 4 Chỗ,Mưa Bão,0.496133,0.582941,9,0,93.48,Đêm,1.4
Đà Nẵng,,5,14.92,Ô Tô 4 Chỗ,Nắng,0.832042,0.755506,1,1,94.14,Chiều,1
Hà Nội,,6,18.22,Ô Tô 4 Chỗ,Mưa,0.815924,0.850647,14,1,88.62,Đêm,1.22
Hải Phòng,,3,3.62,Xe Máy,Nắng,0.288797,0.566885,1,0,86.05,Cao điểm Tối,1.67
Đà Nẵng,,6,17.22,Xe Máy,Mưa Bão,0.984711,0.703791,3,1,97.39,Cao điểm Sáng,2.32
Đà Nẵng,,5,19.74,Xe ViP,Mưa,0.265329,0.506228,8,1,97.28,Cao điểm Tối,1.87
Hà Nội,,6,19.7,Xe Máy,Nhiều Mây,0.494621,0.840365,2,1,92.27,Cao điểm Sáng,1.68
Đà Nẵng,,3,6.71,Xe Máy,Nhiều Mây,0.268704,0.787325,16,0,98.69,Chiều,1.78
Hồ Chí Minh,,5,5.26,Ô Tô 4 Chỗ,Mưa Bão,0.609354,0.415273,20,1,94.1,Cao điểm Sáng,2.12
Hải Phòng,,5,9.11,Ô Tô 4 Chỗ,Mưa Bão,0.637531,0.831403,16,1,88.17,Chiều,1.6
Hải Phòng,,5,1.54,Ô Tô 4 Chỗ,Nhiều Mây,0.65151,0.40593,5,1,86.27,Cao điểm Sáng,1.19
Hồ Chí Minh,,6,13.43,Xe ViP,Mưa,0.374124,0.749523,13,1,88.79,Chiều,1.71
Hồ Chí Minh,,6,8.82,Xe Máy,Nắng,0.66584,0.513267,7,1,98.41,Chiều,1
Đà Nẵng,,3,8.39,Ô Tô 4 Chỗ,Nhiều Mây,0.40509,0.687152,14,0,88.47,Chiều,1.42
Cần Thơ,,4,2.68,Ô Tô 4 Chỗ,Mưa,0.840819,0.71033,18,0,85.07,Cao điểm Sáng,2.17
Hà Nội,,3,9.92,Xe ViP,Nắng,0.847054,0.705974,12,0,91.64,Chiều,1
Đà Nẵng,,5,18.03,Xe ViP,Mưa,0.303536,0.590705,11,1,94.77,Đêm,1.7
Cần Thơ,,1,8.87,Xe ViP,Nắng,0.416711,0.468074,0,0,88.16,Chiều,1.08
Đà Nẵng,,1,6.66,Ô Tô 4 Chỗ,Nhiều Mây,0.285129,0.486507,19,0,98.05,Chiều,1.3
Cần Thơ,,6,7.53,Ô Tô 4 Chỗ,Nắng,0.714985,0.543976,14,1,86.78,Cao điểm Sáng,1.04
Hồ Chí Minh,,4,13.19,Xe ViP,Mưa,0.383992,0.401471,11,0,93.95,Cao điểm Sáng,2.53
Hải Phòng,,3,5.52,Xe ViP,Nắng,0.471594,0.755573,11,0,97.38,Cao điểm Sáng,1.57
Hồ Chí Minh,,4,12.37,Xe ViP,Nắng,0.508896,0.723657,20,0,92.48,Đêm,1.32
Cần Thơ,,5,13.04,Xe ViP,Mưa,0.403267,0.584636,7,1,84.94,Chiều,1.41
Cần Thơ,,0,9.16,Xe Máy,Mưa Bão,0.212941,0.705905,12,0,97.97,Cao điểm Tối,3.16
Hà Nội,,6,6.25,Xe Máy,Mưa,0.640601,0.641853,21,1,97.39,Chiều,1.28
Hải Phòng,,2,16.88,Xe ViP,Mưa,0.699785,0.500094,18,0,95.69,Đêm,1.29
Hải Phòng,,1,11.4,Xe Máy,Mưa,0.620082,0.665734,5,0,87.08,Cao điểm Tối,2.37
Hà Nội,,3,19.71,Xe ViP,Nhiều Mây,0.271817,0.911187,7,0,86.42,Đêm,1.96
Hải Phòng,,4,4.23,Xe Máy,Mưa,0.778495,0.771839,20,0,88.26,Đêm,1.34
Đà Nẵng,,4,11.74,Ô Tô 4 Chỗ,Nhiều Mây,0.204149,0.963929,16,0,87.04,Cao điểm Tối,2.29
Hải Phòng,,3,3.09,Xe Máy,Mưa,0.832559,0.996322,5,0,83.86,Cao điểm Sáng,2.43
Hà Nội,,6,18.08,Ô Tô 4 Chỗ,Nắng,0.774952,0.521198,8,1,90.96,Cao điểm Tối,1.36
Hà Nội,,6,6.85,Xe Máy,Nắng,0.952164,0.758988,9,1,85.23,Cao điểm Sáng,1.37
Đà Nẵng,,5,12.72,Xe Máy,Mưa Bão,0.898944,0.603002,4,1,87.12,Đêm,1.31
Hải Phòng,,1,17.53,Ô Tô 4 Chỗ,Nắng,0.205194,0.988859,12,0,91.41,Cao điểm Sáng,2.28
Hà Nội,,0,9.87,Ô Tô 4 Chỗ,Nhiều Mây,0.463839,0.95517,19,0,92.09,Cao điểm Sáng,1.86
Hà Nội,,4,12.63,Ô Tô 4 Chỗ,Nhiều Mây,0.384655,0.484484,2,0,90.37,Cao điểm Sáng,1.31
Đà Nẵng,,5,10.71,Ô Tô 4 Chỗ,Nắng,0.211956,0.583001,9,1,85.25,Cao điểm Sáng,1.45
Hà Nội,,4,8.88,Ô Tô 4 Chỗ,Nắng,0.753041,0.462409,20,0,95.46,Cao điểm Sáng,1.28
Đà Nẵng,,0,19.97,Ô Tô 4 Chỗ,Nhiều Mây,0.885469,0.973415,13,0,85.39,Chiều,1.13
Đà Nẵng,,0,4.92,Xe ViP,Nắng,0.621971,0.455822,12,0,89.51,Cao điểm Tối,1.22
Hải Phòng,,0,9.98,Xe ViP,Nắng,0.70442,0.545035,7,0,96.1,Đêm,1
Hà Nội,,0,3.6,Xe ViP,Mưa,0.530234,0.97169,20,0,90.9,Cao điểm Tối,2.31
Hồ Chí Minh,,6,2.78,Xe Máy,Mưa Bão,0.498908,0.76954,16,1,87.89,Chiều,1.64
Hồ Chí Minh,,3,9.57,Xe ViP,Mưa,0.62669,0.470471,22,0,86.41,Cao điểm Tối,1.78
Đà Nẵng,,0,5.33,Xe Máy,Nắng,0.256782,0.473391,16,0,96.04,Cao điểm Sáng,1.53
Đà Nẵng,,6,17.32,Xe Máy,Nắng,0.397341,0.77972,6,1,96.69,Chiều,1.49
Cần Thơ,,1,13.9,Ô Tô 4 Chỗ,Nắng,0.77982,0.880541,3,0,86.64,Đêm,1.15
Hải Phòng,,0,18.23,Ô Tô 4 Chỗ,Nắng,0.381921,0.472206,16,0,84.52,Đêm,1.14
Hà Nội,,0,1.73,Xe ViP,Nắng,0.320377,0.558903,8,0,97.27,Cao điểm Sáng,1.64
Cần Thơ,,4,6.59,Xe Máy,Nắng,0.936623,0.505819,10,0,83.23,Cao điểm Sáng,1.13
Hồ Chí Minh,,3,1.74,Xe Máy,Nắng,0.829286,0.793097,14,0,86.09,Đêm,1
Hải Phòng,,4,16.47,Xe Máy,Nắng,0.977119,0.60114,2,0,91.78,Đêm,1
Cần Thơ,,1,8.21,Ô Tô 4 Chỗ,Nhiều Mây,0.994512,0.997413,3,0,92.62,Cao điểm Sáng,1.22
Cần Thơ,,5,19.21,Xe Máy,Nắng,0.520567,0.573586,8,1,97.54,Chiều,1
Hải Phòng,,4,19.27,Xe Máy,Nhiều Mây,0.978763,0.733513,11,0,94.33,Chiều,1
Hà Nội,,1,7.81,Xe ViP,Nhiều Mây,0.324442,0.469545,19,0,89.52,Đêm,1.22
Hải Phòng,,2,5.52,Ô Tô 4 Chỗ,Mưa,0.910562,0.799258,16,0,86.45,Cao điểm Sáng,2.08
Hải Phòng,,1,2.99,Xe ViP,Nhiều Mây,0.872053,0.937886,13,0,94.03,Đêm,1.1
Hải Phòng,,1,6.32,Xe Máy,Mưa Bão,0.775871,0.545134,10,0,92.89,Cao điểm Sáng,2.18
Hà Nội,,4,16.98,Ô Tô 4 Chỗ,Nắng,0.841428,0.564475,23,0,92.63,Đêm,1
Đà Nẵng,,4,1.95,Xe Máy,Mưa,0.557081,0.745463,6,0,88.34,Chiều,1.62
Hồ Chí Minh,,3,15.27,Xe ViP,Mưa Bão,0.927184,0.82074,2,0,89.1,Cao điểm Sáng,1.96
Hà Nội,,5,7.07,Xe Máy,Mưa Bão,0.737469,0.413501,11,1,96.78,Cao điểm Sáng,1.68
Hải Phòng,,5,10.79,Ô Tô 4 Chỗ,Mưa,0.693742,0.87049,22,1,92.54,Cao điểm Sáng,1.96
Cần Thơ,,2,10.53,Xe ViP,Mưa,0.951305,0.831883,8,0,96.99,Chiều,1.26
Cần Thơ,,0,9.93,Xe ViP,Mưa,0.658073,0.618015,11,0,99.62,Chiều,1.24
Cần Thơ,,3,12.86,Xe Máy,Nhiều Mây,0.764373,0.4472,16,0,91.58,Cao điểm Tối,1.24
Hà Nội,,0,2.51,Ô Tô 4 Chỗ,Mưa,0.227773,0.603424,0,0,94.58,Cao điểm Sáng,2.6
Đà Nẵng,,1,7.48,Xe Máy,Nhiều Mây,0.776519,0.898765,20,0,87.67,Đêm,1.18
Hải Phòng,,2,11.26,Xe ViP,Mưa Bão,0.94697,0.824444,10,0,92.36,Chiều,1.35
Hà Nội,,3,1.86,Xe Máy,Mưa,0.697038,0.729417,7,0,89.9,Cao điểm Tối,2.2
Hà Nội,,3,12.17,Xe Máy,Mưa,0.954392,0.724945,9,0,90.4,Cao điểm Tối,2.42
Đà Nẵng,,5,11.61,Ô Tô 4 Chỗ,Mưa Bão,0.347277,0.424174,3,1,92.41,Cao điểm Sáng,1.63
Đà Nẵng,,1,11.51,Xe ViP,Nắng,0.933131,0.836378,22,0,94.56,Cao điểm Tối,1.36
Hà Nội,,5,2.67,Xe Máy,Mưa Bão,0.84489,0.921933,5,1,91.59,Chiều,1.23
Cần Thơ,,2,17.27,Ô Tô 4 Chỗ,Nhiều Mây,0.667121,0.902699,1,0,83.75,Cao điểm Sáng,1.57
Hải Phòng,,3,19.33,Xe ViP,Nhiều Mây,0.580042,0.818263,9,0,91.13,Cao điểm Tối,1.48
Hải Phòng,,6,6.14,Ô Tô 4 Chỗ,Mưa,0.2016,0.759555,1,1,97.82,Chiều,2.17
Hồ Chí Minh,,2,5.65,Xe ViP,Nhiều Mây,0.885922,0.777593,20,0,84.43,Chiều,1
Cần Thơ,,0,5.8,Xe Máy,Nắng,0.703093,0.984902,11,0,85.29,Cao điểm Sáng,1.73
Cần Thơ,,0,16.08,Ô Tô 4 Chỗ,Nắng,0.996031,0.769886,18,0,96.32,Cao điểm Tối,1.11
Cần Thơ,,3,10.39,Ô Tô 4 Chỗ,Nhiều Mây,0.977391,0.857046,15,0,99.48,Cao điểm Sáng,1.29
Hà Nội,,1,14.46,Xe Máy,Mưa Bão,0.636117,0.979091,1,0,84.35,Cao điểm Sáng,2.1
Hồ Chí Minh,,1,15.04,Xe Máy,Mưa Bão,0.606418,0.988958,7,0,94.32,Chiều,1.9
Cần Thơ,,0,10.13,Ô Tô 4 Chỗ,Nhiều Mây,0.536702,0.595264,12,0,96.02,Cao điểm Tối,1.21
Cần Thơ,,0,17.39,Xe Máy,Mưa Bão,0.259515,0.654591,3,0,90.5,Cao điểm Tối,2.54
Hồ Chí Minh,,0,8.62,Ô Tô 4 Chỗ,Nắng,0.672114,0.605213,4,0,98.03,Chiều,1
Hồ Chí Minh,,3,18.44,Ô Tô 4 Chỗ,Nắng,0.595452,0.601561,16,0,90.6,Cao điểm Sáng,1.28
Đà Nẵng,,6,17.49,Xe Máy,Mưa,0.693901,0.543736,7,1,86.41,Chiều,1.14
Hà Nội,,4,1.79,Xe ViP,Mưa Bão,0.683356,0.757767,11,0,96.55,Cao điểm Sáng,1.75
Cần Thơ,,5,19.34,Ô Tô 4 Chỗ,Mưa,0.618401,0.615738,8,1,88.22,Cao điểm Sáng,1.63
Hồ Chí Minh,,4,15.63,Ô Tô 4 Chỗ,Nắng,0.848688,0.505318,21,0,84.64,Chiều,1
Hà Nội,,1,15.64,Xe Máy,Mưa Bão,0.787771,0.654107,16,0,89.23,Cao điểm Sáng,2.4
Hồ Chí Minh,,5,7.26,Xe ViP,Mưa Bão,0.664738,0.680954,9,1,90.84,Đêm,1.28
Hồ Chí Minh,,5,8.6,Ô Tô 4 Chỗ,Mưa,0.371229,0.518946,0,1,89.28,Cao điểm Sáng,2.56
Hải Phòng,,3,0.72,Ô Tô 4 Chỗ,Mưa,0.350303,0.811462,12,0,85.36,Cao điểm Sáng,2.45
Hải Phòng,,5,10.2,Xe Máy,Nắng,0.57707,0.944298,23,1,92.24,Cao điểm Tối,1.72
Hồ Chí Minh,,5,1.94,Ô Tô 4 Chỗ,Mưa Bão,0.752467,0.869061,16,1,83.45,Cao điểm Sáng,1.69
Hải Phòng,,5,14.92,Xe Máy,Nhiều Mây,0.482234,0.790498,16,1,90.31,Cao điểm Sáng,1.6
Hà Nội,,1,3.41,Xe ViP,Nắng,0.915937,0.520853,20,0,97.63,Chiều,1
Cần Thơ,,3,6.54,Ô Tô 4 Chỗ,Mưa Bão,0.610234,0.982956,20,0,89.56,Cao điểm Tối,3
Cần Thơ,,0,3.7,Xe Máy,Nắng,0.636867,0.47471,20,0,95.09,Chiều,1
Đà Nẵng,,4,10.12,Xe ViP,Nắng,0.430103,0.675563,10,0,90.78,Chiều,1.37
Hà Nội,,1,7.7,Xe ViP,Mưa,0.927929,0.643817,0,0,98.29,Đêm,1.19
Hà Nội,,3,19.93,Xe ViP,Nhiều Mây,0.864271,0.413904,18,0,93.3,Chiều,1
Hải Phòng,,6,16.56,Xe Máy,Mưa Bão,0.349161,0.482568,22,1,90.61,Đêm,1.35
Đà Nẵng,,2,11.67,Ô Tô 4 Chỗ,Mưa Bão,0.430661,0.5129,19,0,90.12,Cao điểm Sáng,2.15
Đà Nẵng,,4,4.44,Ô Tô 4 Chỗ,Mưa Bão,0.566416,0.829199,6,0,91.49,Đêm,1.62
Hà Nội,,2,14.23,Ô Tô 4 Chỗ,Nắng,0.791044,0.47603,13,0,94.4,Cao điểm Sáng,1.38
Đà Nẵng,,1,8.56,Xe Máy,Mưa,0.853648,0.475036,23,0,87.18,Cao điểm Sáng,1.83
Hà Nội,,1,7.54,Xe Máy,Nhiều Mây,0.532267,0.550995,16,0,85.67,Cao điểm Tối,1.2
Cần Thơ,,6,7.6,Ô Tô 4 Chỗ,Mưa Bão,0.739414,0.81844,5,1,90.75,Cao điểm Sáng,1.83
Cần Thơ,,2,3.83,Xe ViP,Mưa,0.521539,0.879107,23,0,93.78,Cao điểm Tối,2.43
Hà Nội,,0,18.09,Ô Tô 4 Chỗ,Nắng,0.533182,0.709872,0,0,85.49,Đêm,1.27
Hà Nội,,0,18.32,Xe ViP,Mưa Bão,0.634776,0.5262,1,0,90.56,Đêm,1.27
Hà Nội,,5,19.73,Ô Tô 4 Chỗ,Mưa,0.856333,0.589213,19,1,90.55,Cao điểm Sáng,1.87
Hải Phòng,,2,11.7,Ô Tô 4 Chỗ,Nhiều Mây,0.445743,0.421902,5,0,92.2,Đêm,1
Hồ Chí Minh,,2,1.5,Ô Tô 4 Chỗ,Mưa,0.258104,0.643023,14,0,97.29,Chiều,1.85
Hồ Chí Minh,,3,17.4,Xe Máy,Nắng,0.276369,0.952483,3,0,96.84,Cao điểm Tối,2.29
Cần Thơ,,0,5.21,Xe Máy,Nắng,0.677616,0.526986,16,0,97.73,Cao điểm Sáng,1.19
Hồ Chí Minh,,6,8.65,Ô Tô 4 Chỗ,Mưa Bão,0.32463,0.524306,20,1,88.88,Cao điểm Tối,2.62
Cần Thơ,,3,2.1,Ô Tô 4 Chỗ,Nắng,0.685206,0.51877,0,0,90.54,Chiều,1
Đà Nẵng,,1,4.1,Xe Máy,Mưa Bão,0.539954,0.682504,2,0,94.97,Đêm,1.54
Hà Nội,,1,10.99,Xe Máy,Nhiều Mây,0.895551,0.843218,5,0,92.68,Cao điểm Tối,1.24
Hồ Chí Minh,,0,13.19,Xe Máy,Mưa,0.852346,0.908471,12,0,95.56,Chiều,1.37
Cần Thơ,,3,13.3,Xe ViP,Mưa,0.220388,0.590968,23,0,87.54,Cao điểm Tối,2.28
Hải Phòng,,4,14.54,Ô Tô 4 Chỗ,Mưa Bão,0.534182,0.940773,17,0,91.76,Đêm,1.86
Hồ Chí Minh,,2,13.76,Xe ViP,Nắng,0.700679,0.516669,4,0,98.28,Cao điểm Tối,1.24
Đà Nẵng,,0,2.88,Ô Tô 4 Chỗ,Mưa,0.819766,0.845138,17,0,89.28,Cao điểm Sáng,1.92
Cần Thơ,,1,18.65,Xe ViP,Mưa Bão,0.600603,0.409814,7,0,88.41,Chiều,1.37
Đà Nẵng,,1,8.82,Xe ViP,Nhiều Mây,0.645057,0.77061,15,0,89.86,Đêm,1.19
Hải Phòng,,6,19.18,Xe Máy,Mưa,0.996263,0.975897,3,1,97.98,Cao điểm Sáng,2.37
Hải Phòng,,4,6.61,Xe ViP,Nhiều Mây,0.869695,0.577455,8,0,83.97,Cao điểm Tối,1.25
Hồ Chí Minh,,4,15.3,Ô Tô 4 Chỗ,Nắng,0.4194,0.574027,17,0,89.11,Đêm,1.23
Đà Nẵng,,6,8.42,Xe Máy,Mưa,0.712054,0.987106,9,1,89.16,Chiều,1.67
Đà Nẵng,,4,6.1,Ô Tô 4 Chỗ,Mưa,0.640367,0.769415,22,0,89.48,Cao điểm Sáng,2.03
Đà Nẵng,,0,7.22,Ô Tô 4 Chỗ,Nắng,0.360686,0.900867,0,0,96.33,Cao điểm Sáng,2.19
Hải Phòng,,2,3.52,Ô Tô 4 Chỗ,Nắng,0.688556,0.723458,6,0,96.75,Đêm,1.05
Hồ Chí Minh,,1,14.35,Xe ViP,Nắng,0.732571,0.610829,16,0,86.76,Cao điểm Sáng,1.26
Cần Thơ,,6,11.76,Xe ViP,Mưa Bão,0.381877,0.602719,3,1,87.79,Đêm,1.51
Đà Nẵng,,1,6.61,Xe ViP,Mưa Bão,0.551921,0.609518,2,0,85.77,Cao điểm Sáng,1.95
Cần Thơ,,0,13.38,Ô Tô 4 Chỗ,Mưa,0.740823,0.733658,22,0,94.08,Cao điểm Sáng,1.8
Cần Thơ,,6,11.07,Ô Tô 4 Chỗ,Mưa,0.396484,0.784662,11,1,92.05,Cao điểm Sáng,3.05
Hải Phòng,,4,6.2,Xe Máy,Mưa Bão,0.831152,0.906862,21,0,85.76,Đêm,1.4
Hải Phòng,,2,15.41,Ô Tô 4 Chỗ,Nắng,0.859769,0.511577,0,0,87.12,Cao điểm Sáng,1.22
Đà Nẵng,,0,8.22,Xe ViP,Mưa,0.341459,0.568199,0,0,85.88,Cao điểm Sáng,2.18
Cần Thơ,,1,5.98,Xe ViP,Mưa Bão,0.449748,0.930032,13,0,89.9,Đêm,1.85
Hồ Chí Minh,,0,9.28,Ô Tô 4 Chỗ,Mưa Bão,0.797478,0.408944,1,0,93.81,Cao điểm Sáng,2.41
Đà Nẵng,,5,8.01,Xe ViP,Mưa Bão,0.375531,0.574491,7,1,94.11,Cao điểm Tối,1.98
Hà Nội,,0,15.58,Xe Máy,Nhiều Mây,0.829417,0.972335,14,0,89.32,Đêm,1.21
Đà Nẵng,,3,4.12,Xe Máy,Mưa Bão,0.221483,0.413333,13,0,97.48,Chiều,1.47
Đà Nẵng,,4,12.22,Xe Máy,Nắng,0.369694,0.463103,10,0,94.27,Cao điểm Sáng,1.34
Đà Nẵng,,5,13.85,Xe ViP,Mưa Bão,0.391094,0.417397,18,1,96.16,Đêm,1.38
Hà Nội,,5,15.07,Xe ViP,Mưa,0.756597,0.80853,19,1,88.22,Cao điểm Sáng,2.55
Hà Nội,,5,11.51,Xe ViP,Mưa,0.958011,0.594995,21,1,87.06,Chiều,1.13
Đà Nẵng,,5,18.21,Xe ViP,Mưa Bão,0.254207,0.654284,22,1,95.94,Cao điểm Sáng,2.52
Cần Thơ,,5,10.3,Ô Tô 4 Chỗ,Mưa Bão,0.788022,0.592192,20,1,95.31,Cao điểm Tối,2.09
Cần Thơ,,1,4.72,Xe Máy,Mưa,0.766762,0.650496,17,0,85.7,Cao điểm Tối,2.45
Hải Phòng,,3,13.82,Xe Máy,Mưa,0.741141,0.524506,3,0,94.72,Đêm,1.15
Hải Phòng,,2,8.37,Ô Tô 4 Chỗ,Nắng,0.259865,0.442266,2,0,95.91,Đêm,1.27
Hồ Chí Minh,,2,19.74,Xe Máy,Mưa,0.269027,0.550023,7,0,89.38,Đêm,1.68
Đà Nẵng,,2,16.91,Xe Máy,Mưa Bão,0.74027,0.94205,8,0,84.74,Đêm,1.41
Hồ Chí Minh,,5,7.78,Ô Tô 4 Chỗ,Mưa,0.236419,0.501031,16,1,84.38,Cao điểm Sáng,2.3
Cần Thơ,,3,1.11,Xe ViP,Nắng,0.638076,0.799232,18,0,97.34,Chiều,1.24
Cần Thơ,,4,0.8,Ô Tô 4 Chỗ,Nắng,0.874918,0.434869,15,0,83.32,Đêm,1
Cần Thơ,,4,5.33,Xe ViP,Nhiều Mây,0.511097,0.872764,0,0,93.23,Cao điểm Tối,1.86
Hải Phòng,,6,7.93,Xe ViP,Mưa,0.231108,0.858615,12,1,92.03,Cao điểm Sáng,2.9
Hồ Chí Minh,,2,5.05,Xe Máy,Mưa Bão,0.596318,0.967389,15,0,86.05,Cao điểm Tối,2.44
Hồ Chí Minh,,4,0.52,Xe ViP,Nắng,0.524439,0.622681,5,0,85.38,Cao điểm Tối,1.26
Hải Phòng,,1,9.62,Xe Máy,Mưa Bão,0.727904,0.802402,10,0,97.7,Chiều,1.4
Hà Nội,,4,16.11,Xe Máy,Mưa Bão,0.406748,0.482202,6,0,94.43,Cao điểm Sáng,1.63
Hải Phòng,,4,4.17,Ô Tô 4 Chỗ,Mưa Bão,0.934064,0.948999,2,0,95.23,Đêm,1.13
Hà Nội,,6,17.04,Xe ViP,Mưa,0.793752,0.501565,6,1,99.3,Cao điểm Sáng,2.19
Hải Phòng,,0,10.11,Xe Máy,Mưa Bão,0.39478,0.491491,14,0,90.21,Đêm,1.47
Cần Thơ,,5,2.47,Ô Tô 4 Chỗ,Nắng,0.257491,0.623905,9,1,89.14,Đêm,1.34
Cần Thơ,,1,4.88,Xe Máy,Mưa,0.54597,0.855343,20,0,88.26,Đêm,1.62
Hà Nội,,5,19.35,Ô Tô 4 Chỗ,Mưa,0.39208,0.8235,22,1,94.39,Cao điểm Tối,2.67
Hồ Chí Minh,,6,0.52,Xe ViP,Nắng,0.372526,0.632462,9,1,83.28,Đêm,1.39
Đà Nẵng,,2,19.67,Xe Máy,Mưa Bão,0.429521,0.596333,14,0,95.91,Đêm,1.65
Đà Nẵng,,3,15.93,Xe Máy,Nhiều Mây,0.210616,0.599004,14,0,91.97,Cao điểm Tối,1.77
Cần Thơ,,2,7.5,Xe Máy,Mưa,0.676078,0.729485,10,0,89.49,Cao điểm Tối,2.54
Hải Phòng,,4,4.59,Xe ViP,Mưa Bão,0.49416,0.873412,7,0,88.97,Chiều,1.94
Cần Thơ,,4,8.22,Xe ViP,Mưa Bão,0.628962,0.491215,20,0,87.44,Cao điểm Tối,2.15
Cần Thơ,,5,9.11,Ô Tô 4 Chỗ,Mưa Bão,0.353658,0.596557,0,1,96.26,Cao điểm Tối,2.15
Hà Nội,,0,1.26,Xe Máy,Nhiều Mây,0.75461,0.419269,2,0,88.21,Cao điểm Sáng,1.19
Đà Nẵng,,0,8.61,Ô Tô 4 Chỗ,Nhiều Mây,0.591214,0.948794,18,0,88.25,Cao điểm Sáng,1.88
Hồ Chí Minh,,4,3.21,Xe Máy,Nhiều Mây,0.872149,0.91698,23,0,98.75,Chiều,1.07
Hồ Chí Minh,,5,13.11,Xe Máy,Nhiều Mây,0.703186,0.426186,8,1,98.8,Chiều,1
Đà Nẵng,,2,0.52,Xe Máy,Nắng,0.275757,0.814828,3,0,96.41,Cao điểm Tối,2.17
Hồ Chí Minh,,3,18.06,Xe ViP,Mưa,0.958654,0.541682,18,0,93.45,Cao điểm Sáng,2.25
Hải Phòng,,5,19.13,Xe ViP,Mưa,0.236461,0.43763,12,1,85.68,Cao điểm Tối,2.56
Cần Thơ,,0,4,Xe ViP,Nắng,0.906104,0.798384,14,0,89,Chiều,1
Đà Nẵng,,3,3.46,Xe ViP,Nhiều Mây,0.248525,0.669784,5,0,85.86,Đêm,1.63
Đà Nẵng,,2,11.05,Xe ViP,Nhiều Mây,0.842935,0.772124,1,0,92.4,Cao điểm Sáng,1.21
Hà Nội,,5,4.83,Xe Máy,Mưa,0.204641,0.966026,2,1,92.92,Cao điểm Tối,2.94
Cần Thơ,,3,14.89,Xe ViP,Nhiều Mây,0.42231,0.996584,3,0,89.37,Chiều,1.86
Cần Thơ,,0,16.08,Ô Tô 4 Chỗ,Nhiều Mây,0.605987,0.870697,3,0,84.36,Chiều,1.4
Cần Thơ,,6,9.94,Xe Máy,Nhiều Mây,0.214518,0.463238,23,1,89.62,Cao điểm Tối,1.51
Cần Thơ,,2,1.2,Ô Tô 4 Chỗ,Nhiều Mây,0.345659,0.759802,19,0,96.05,Cao điểm Sáng,1.72
Hải Phòng,,3,16.15,Xe Máy,Mưa Bão,0.241975,0.954343,3,0,87.9,Cao điểm Tối,2.6
Hồ Chí Minh,,1,9.36,Xe Máy,Nắng,0.441253,0.626963,6,0,86.69,Cao điểm Tối,1.6
Hải Phòng,,1,11.01,Xe ViP,Mưa,0.830251,0.540122,13,0,83.83,Cao điểm Tối,1.92
Hồ Chí Minh,,1,16.35,Ô Tô 4 Chỗ,Nắng,0.296023,0.795338,6,0,93.43,Chiều,1.75
Cần Thơ,,2,13.6,Xe ViP,Mưa Bão,0.599188,0.845226,23,0,96.79,Đêm,1.61
Hồ Chí Minh,,6,11.47,Xe ViP,Nắng,0.290084,0.722256,14,1,84.06,Cao điểm Sáng,1.9
Hải Phòng,,1,13.08,Xe ViP,Mưa Bão,0.878664,0.478958,11,0,96.89,Chiều,1.33
Cần Thơ,,5,3.79,Ô Tô 4 Chỗ,Nắng,0.819316,0.410701,17,1,98.05,Cao điểm Sáng,1
